TrackId,Name,AlbumId,GenreId,Composer,Milliseconds
102,"Doesn't Remind Me",11,4,"Cornell, Commerford, Morello, Wilk",255869
103,Drown Me Slowly,11,4,"Cornell, Commerford, Morello, Wilk",233691
104,"Heaven's Dead",11,4,"Cornell, Commerford, Morello, Wilk",276688
105,The Worm,11,4,"Cornell, Commerford, Morello, Wilk",237714
106,Man Or Animal,11,4,"Cornell, Commerford, Morello, Wilk",233195
107,Yesterday To Tomorrow,11,4,"Cornell, Commerford, Morello, Wilk",273763
108,Dandelion,11,4,"Cornell, Commerford, Morello, Wilk",278125
109,#1 Zero,11,4,"Cornell, Commerford, Morello, Wilk",299102
110,The Curse,11,4,"Cornell, Commerford, Morello, Wilk",309786
123,Quadrant,13,2,Billy Cobham,261851
124,"Snoopy's search-Red baron",13,2,Billy Cobham,456071
125,"Spanish moss-'A sound portrait'-Spanish moss",13,2,Billy Cobham,248084
126,Moon germs,13,2,Billy Cobham,294060
127,Stratus,13,2,Billy Cobham,582086
128,The pleasant pheasant,13,2,Billy Cobham,318066
129,Solo-Panhandler,13,2,Billy Cobham,246151
130,Do what cha wanna,13,2,George Duke,274155
131,Intro/ Low Down,14,3,"",323683
132,13 Years Of Grief,14,3,"",246987
133,Stronger Than Death,14,3,"",300747
134,All For You,14,3,"",235833
135,Super Terrorizer,14,3,"",319373
136,Phoney Smile Fake Hellos,14,3,"",273606
137,Lost My Better Half,14,3,"",284081
138,Bored To Tears,14,3,"",247327
139,A.N.D.R.O.T.A.Z.,14,3,"",266266
140,Born To Booze,14,3,"",282122
141,World Of Trouble,14,3,"",359157
142,No More Tears,14,3,"",555075
143,The Begining... At Last,14,3,"",365662
144,Heart Of Gold,15,3,"",194873
145,Snowblind,15,3,"",420022
146,Like A Bird,15,3,"",276532
147,Blood In The Wall,15,3,"",284368
148,The Beginning...At Last,15,3,"",271960
149,Black Sabbath,16,3,"",382066
150,The Wizard,16,3,"",264829
151,Behind The Wall Of Sleep,16,3,"",217573
152,N.I.B.,16,3,"",368770
153,Evil Woman,16,3,"",204930
154,Sleeping Village,16,3,"",644571
155,Warning,16,3,"",212062
156,Wheels Of Confusion / The Straightener,17,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",494524
157,"Tomorrow's Dream",17,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",192496
158,Changes,17,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",286275
159,FX,17,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",103157
160,Supernaut,17,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",285779
161,Snowblind,17,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",331676
162,Cornucopia,17,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",234814
163,Laguna Sunrise,17,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",173087
164,St. Vitus Dance,17,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",149655
165,Under The Sun/Every Day Comes and Goes,17,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",350458
166,Smoked Pork,18,4,"",47333
167,"Body Count's In The House",18,4,"",204251
168,Now Sports,18,4,"",4884
169,Body Count,18,4,"",317936
170,A Statistic,18,4,"",6373
171,Bowels Of The Devil,18,4,"",223216
172,The Real Problem,18,4,"",11650
173,KKK Bitch,18,4,"",173008
174,D Note,18,4,"",95738
175,Voodoo,18,4,"",300721
176,The Winner Loses,18,4,"",392254
177,There Goes The Neighborhood,18,4,"",350171
178,Oprah,18,4,"",6635
179,Evil Dick,18,4,"",239020
180,Body Count Anthem,18,4,"",166426
181,"Momma's Gotta Die Tonight",18,4,"",371539
182,Freedom Of Speech,18,4,"",281234
183,King In Crimson,19,3,Roy Z,283167
184,Chemical Wedding,19,3,Roy Z,246177
185,The Tower,19,3,Roy Z,285257
186,Killing Floor,19,3,Adrian Smith,269557
187,Book Of Thel,19,3,Eddie Casillas/Roy Z,494393
188,Gates Of Urizen,19,3,Roy Z,265351
189,Jerusalem,19,3,Roy Z,402390
190,Trupets Of Jericho,19,3,Roy Z,359131
191,Machine Men,19,3,Adrian Smith,341655
192,The Alchemist,19,3,Roy Z,509413
193,Realword,19,3,Roy Z,237531
194,First Time I Met The Blues,20,6,Eurreal Montgomery,140434
195,Let Me Love You Baby,20,6,Willie Dixon,175386
196,Stone Crazy,20,6,Buddy Guy,433397
197,Pretty Baby,20,6,Willie Dixon,237662
198,When My Left Eye Jumps,20,6,Al Perkins/Willie Dixon,235311
199,Leave My Girl Alone,20,6,Buddy Guy,204721
200,She Suits Me To A Tee,20,6,Buddy Guy,136803
201,Keep It To Myself (Aka Keep It To Yourself),20,6,Sonny Boy Williamson [I],166060
202,My Time After Awhile,20,6,Robert Geddins/Ron Badger/Sheldon Feinberg,182491
203,Too Many Ways (Alternate),20,6,Willie Dixon,135053
204,"Talkin' 'Bout Women Obviously",20,6,Amos Blakemore/Buddy Guy,589531
337,You Shook Me,30,1,J B Lenoir/Willie Dixon,315951
338,"I Can't Quit You Baby",30,1,Willie Dixon,263836
339,Communication Breakdown,30,1,Jimmy Page/John Bonham/John Paul Jones,192653
340,Dazed and Confused,30,1,Jimmy Page,401920
341,The Girl I Love She Got Long Black Wavy Hair,30,1,Jimmy Page/John Bonham/John Estes/John Paul Jones/Robert Plant,183327
342,What is and Should Never Be,30,1,Jimmy Page/Robert Plant,260675
343,Communication Breakdown(2),30,1,Jimmy Page/John Bonham/John Paul Jones,161149
344,Travelling Riverside Blues,30,1,Jimmy Page/Robert Johnson/Robert Plant,312032
345,Whole Lotta Love,30,1,Jimmy Page/John Bonham/John Paul Jones/Robert Plant/Willie Dixon,373394
346,"Somethin' Else",30,1,Bob Cochran/Sharon Sheeley,127869
347,Communication Breakdown(3),30,1,Jimmy Page/John Bonham/John Paul Jones,185260
348,"I Can't Quit You Baby(2)",30,1,Willie Dixon,380551
349,You Shook Me(2),30,1,J B Lenoir/Willie Dixon,619467
350,How Many More Times,30,1,Chester Burnett/Jimmy Page/John Bonham/John Paul Jones/Robert Plant,711836
351,Debra Kadabra,31,1,Frank Zappa,234553
352,Carolina Hard-Core Ecstasy,31,1,Frank Zappa,359680
353,Sam With The Showing Scalp Flat Top,31,1,Don Van Vliet,171284
354,"Poofter's Froth Wyoming Plans Ahead",31,1,Frank Zappa,183902
355,200 Years Old,31,1,Frank Zappa,272561
356,Cucamonga,31,1,Frank Zappa,144483
357,Advance Romance,31,1,Frank Zappa,677694
358,Man With The Woman Head,31,1,Don Van Vliet,88894
359,Muffin Man,31,1,Frank Zappa,332878
408,Free Speech For The Dumb,35,3,Molaney/Morris/Roberts/Wainwright,155428
409,"It's Electric",35,3,Harris/Tatler,213995
410,Sabbra Cadabra,35,3,Black Sabbath,380342
411,Turn The Page,35,3,Seger,366524
412,Die Die My Darling,35,3,Danzig,149315
413,Loverman,35,3,Cave,472764
414,Mercyful Fate,35,3,Diamond/Shermann,671712
415,Astronomy,35,3,A.Bouchard/J.Bouchard/S.Pearlman,397531
416,Whiskey In The Jar,35,3,Traditional,305005
417,"Tuesday's Gone",35,3,Collins/Van Zandt,545750
418,The More I See,35,3,Molaney/Morris/Roberts/Wainwright,287973
419,A Kind Of Magic,36,1,Roger Taylor,262608
420,Under Pressure,36,1,Queen & David Bowie,236617
421,Radio GA GA,36,1,Roger Taylor,343745
422,I Want It All,36,1,Queen,241684
423,I Want To Break Free,36,1,John Deacon,259108
424,Innuendo,36,1,Queen,387761
425,"It's A Hard Life",36,1,Freddie Mercury,249417
426,Breakthru,36,1,Queen,249234
427,Who Wants To Live Forever,36,1,Brian May,297691
428,Headlong,36,1,Queen,273057
429,The Miracle,36,1,Queen,294974
430,"I'm Going Slightly Mad",36,1,Queen,248032
431,The Invisible Man,36,1,Queen,238994
432,Hammer To Fall,36,1,Brian May,220316
433,Friends Will Be Friends,36,1,Freddie Mercury & John Deacon,248920
434,The Show Must Go On,36,1,Queen,263784
435,One Vision,36,1,Queen,242599
436,Detroit Rock City,37,1,"Paul Stanley, B. Ezrin",218880
437,Black Diamond,37,1,Paul Stanley,314148
438,Hard Luck Woman,37,1,Paul Stanley,216032
439,Sure Know Something,37,1,"Paul Stanley, Vincent Poncia",242468
440,Love Gun,37,1,Paul Stanley,196257
441,Deuce,37,1,Gene Simmons,185077
442,"Goin' Blind",37,1,"Gene Simmons, S. Coronel",216215
443,Shock Me,37,1,Ace Frehley,227291
444,Do You Love Me,37,1,"Paul Stanley, B. Ezrin, K. Fowley",214987
445,She,37,1,"Gene Simmons, S. Coronel",248346
446,I Was Made For Loving You,37,1,"Paul Stanley, Vincent Poncia, Desmond Child",271360
447,Shout It Out Loud,37,1,"Paul Stanley, Gene Simmons, B. Ezrin",219742
448,God Of Thunder,37,1,Paul Stanley,255791
449,Calling Dr. Love,37,1,Gene Simmons,225332
450,Beth,37,1,"S. Penridge, Bob Ezrin, Peter Criss",166974
451,Strutter,37,1,"Paul Stanley, Gene Simmons",192496
452,Rock And Roll All Nite,37,1,"Paul Stanley, Gene Simmons",173609
453,Cold Gin,37,1,Ace Frehley,262243
454,Plaster Caster,37,1,Gene Simmons,207333
455,"God Gave Rock 'n' Roll To You",37,1,"Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin",320444
468,Maria,39,4,Billie Joe Armstrong -Words Green Day -Music,167262
469,Poprocks And Coke,39,4,Billie Joe Armstrong -Words Green Day -Music,158354
470,Longview,39,4,Billie Joe Armstrong -Words Green Day -Music,234083
471,Welcome To Paradise,39,4,Billie Joe Armstrong -Words Green Day -Music,224208
472,Basket Case,39,4,Billie Joe Armstrong -Words Green Day -Music,181629
473,When I Come Around,39,4,Billie Joe Armstrong -Words Green Day -Music,178364
474,She,39,4,Billie Joe Armstrong -Words Green Day -Music,134164
475,J.A.R. (Jason Andrew Relva),39,4,Mike Dirnt -Words Green Day -Music,170997
476,Geek Stink Breath,39,4,Billie Joe Armstrong -Words Green Day -Music,135888
477,Brain Stew,39,4,Billie Joe Armstrong -Words Green Day -Music,193149
478,Jaded,39,4,Billie Joe Armstrong -Words Green Day -Music,90331
479,Walking Contradiction,39,4,Billie Joe Armstrong -Words Green Day -Music,151170
480,Stuck With Me,39,4,Billie Joe Armstrong -Words Green Day -Music,135523
481,"Hitchin' A Ride",39,4,Billie Joe Armstrong -Words Green Day -Music,171546
482,Good Riddance (Time Of Your Life),39,4,Billie Joe Armstrong -Words Green Day -Music,153600
483,Redundant,39,4,Billie Joe Armstrong -Words Green Day -Music,198164
484,Nice Guys Finish Last,39,4,Billie Joe Armstrong -Words Green Day -Music,170187
485,Minority,39,4,Billie Joe Armstrong -Words Green Day -Music,168803
486,Warning,39,4,Billie Joe Armstrong -Words Green Day -Music,221910
487,Waiting,39,4,Billie Joe Armstrong -Words Green Day -Music,192757
488,"Macy's Day Parade",39,4,Billie Joe Armstrong -Words Green Day -Music,213420
489,Into The Light,40,1,David Coverdale,76303
490,River Song,40,1,David Coverdale,439510
491,She Give Me ...,40,1,David Coverdale,252551
492,"Don't You Cry",40,1,David Coverdale,347036
493,Love Is Blind,40,1,David Coverdale/Earl Slick,344999
494,Slave,40,1,David Coverdale/Earl Slick,291892
495,Cry For Love,40,1,Bossi/David Coverdale/Earl Slick,293015
496,Living On Love,40,1,Bossi/David Coverdale/Earl Slick,391549
497,Midnight Blue,40,1,David Coverdale/Earl Slick,298631
498,Too Many Tears,40,1,Adrian Vanderberg/David Coverdale,359497
499,"Don't Lie To Me",40,1,David Coverdale/Earl Slick,283585
500,Wherever You May Go,40,1,David Coverdale,239699
543,Burn,43,1,Coverdale/Lord/Paice,453955
544,Stormbringer,43,1,Coverdale,277133
545,Gypsy,43,1,Coverdale/Hughes/Lord/Paice,339173
546,Lady Double Dealer,43,1,Coverdale,233586
547,Mistreated,43,1,Coverdale,758648
548,Smoke On The Water,43,1,Gillan/Glover/Lord/Paice,618031
549,You Fool No One,43,1,Coverdale/Lord/Paice,804101
550,Custard Pie,44,1,Jimmy Page/Robert Plant,253962
551,The Rover,44,1,Jimmy Page/Robert Plant,337084
552,In My Time Of Dying,44,1,John Bonham/John Paul Jones,666017
553,Houses Of The Holy,44,1,Jimmy Page/Robert Plant,242494
554,Trampled Under Foot,44,1,John Paul Jones,336692
555,Kashmir,44,1,John Bonham,508604
597,"Now's The Time",48,2,Miles Davis,197459
598,Jeru,48,2,Miles Davis,193410
599,Compulsion,48,2,Miles Davis,345025
600,Tempus Fugit,48,2,Miles Davis,231784
601,"Walkin'",48,2,Miles Davis,807392
602,"'Round Midnight",48,2,Miles Davis,357459
603,Bye Bye Blackbird,48,2,Miles Davis,476003
604,New Rhumba,48,2,Miles Davis,277968
605,Generique,48,2,Miles Davis,168777
606,Summertime,48,2,Miles Davis,200437
607,So What,48,2,Miles Davis,564009
608,The Pan Piper,48,2,Miles Davis,233769
609,Someday My Prince Will Come,48,2,Miles Davis,544078
610,My Funny Valentine (Live),49,2,Miles Davis,907520
611,E.S.P.,49,2,Miles Davis,330684
612,Nefertiti,49,2,Miles Davis,473495
613,Petits Machins (Little Stuff),49,2,Miles Davis,487392
614,Miles Runs The Voodoo Down,49,2,Miles Davis,843964
615,Little Church (Live),49,2,Miles Davis,196101
616,Black Satin,49,2,Miles Davis,316682
617,Jean Pierre (Live),49,2,Miles Davis,243461
618,Time After Time,49,2,Miles Davis,220734
619,Portia,49,2,Miles Davis,378775
620,"Space Truckin'",50,1,Blackmore/Gillan/Glover/Lord/Paice,1196094
621,Going Down / Highway Star,50,1,Gillan/Glover/Lord/Nix - Blackmore/Paice,913658
622,Mistreated (Alternate Version),50,1,Blackmore/Coverdale,854700
623,You Fool No One (Alternate Version),50,1,Blackmore/Coverdale/Lord/Paice,763924
624,Jeepers Creepers,51,2,"",185965
625,Blue Rythm Fantasy,51,2,"",348212
626,Drum Boogie,51,2,"",191555
627,Let Me Off Uptown,51,2,"",187637
628,Leave Us Leap,51,2,"",182726
629,Opus No.1,51,2,"",179800
630,Boogie Blues,51,2,"",204199
631,How High The Moon,51,2,"",201430
632,Disc Jockey Jump,51,2,"",193149
633,"Up An' Atom",51,2,"",179565
634,Bop Boogie,51,2,"",189596
635,Lemon Drop,51,2,"",194089
636,Coronation Drop,51,2,"",176222
637,Overtime,51,2,"",163030
638,Imagination,51,2,"",289306
639,"Don't Take Your Love From Me",51,2,"",282331
640,Midget,51,2,"",217025
641,"I'm Coming Virginia",51,2,"",280163
642,"Payin' Them Dues Blues",51,2,"",198556
643,Jungle Drums,51,2,"",199627
644,Showcase,51,2,"",201560
645,Swedish Schnapps,51,2,"",191268
675,Susie Q,54,1,Hawkins-Lewis-Broadwater,275565
676,I Put A Spell On You,54,1,Jay Hawkins,272091
677,Proud Mary,54,1,J. C. Fogerty,189022
678,Bad Moon Rising,54,1,J. C. Fogerty,140146
679,Lodi,54,1,J. C. Fogerty,191451
680,Green River,54,1,J. C. Fogerty,154279
681,Commotion,54,1,J. C. Fogerty,162899
682,Down On The Corner,54,1,J. C. Fogerty,164858
683,Fortunate Son,54,1,J. C. Fogerty,140329
684,"Travelin' Band",54,1,J. C. Fogerty,129358
685,"Who'll Stop The Rain",54,1,J. C. Fogerty,149394
686,Up Around The Bend,54,1,J. C. Fogerty,162429
687,Run Through The Jungle,54,1,J. C. Fogerty,186044
688,"Lookin' Out My Back Door",54,1,J. C. Fogerty,152946
689,Long As I Can See The Light,54,1,J. C. Fogerty,213237
690,I Heard It Through The Grapevine,54,1,Whitfield-Strong,664894
691,Have You Ever Seen The Rain?,54,1,J. C. Fogerty,160052
692,Hey Tonight,54,1,J. C. Fogerty,162847
693,Sweet Hitch-Hiker,54,1,J. C. Fogerty,175490
694,Someday Never Comes,54,1,J. C. Fogerty,239360
695,Walking On The Water,55,1,J.C. Fogerty,281286
696,"Suzie-Q, Pt. 2",55,1,J.C. Fogerty,244114
697,Born On The Bayou,55,1,J.C. Fogerty,316630
698,Good Golly Miss Molly,55,1,J.C. Fogerty,163604
699,Tombstone Shadow,55,1,J.C. Fogerty,218880
700,Wrote A Song For Everyone,55,1,J.C. Fogerty,296385
701,Night Time Is The Right Time,55,1,J.C. Fogerty,190119
702,Cotton Fields,55,1,J.C. Fogerty,178181
703,It Came Out Of The Sky,55,1,J.C. Fogerty,176718
704,"Don't Look Now",55,1,J.C. Fogerty,131918
705,The Midnight Special,55,1,J.C. Fogerty,253596
706,Before You Accuse Me,55,1,J.C. Fogerty,207804
707,My Baby Left Me,55,1,J.C. Fogerty,140460
708,Pagan Baby,55,1,J.C. Fogerty,385619
709,(Wish I Could) Hideaway,55,1,J.C. Fogerty,228466
710,"It's Just A Thought",55,1,J.C. Fogerty,237374
711,Molina,55,1,J.C. Fogerty,163239
712,Born To Move,55,1,J.C. Fogerty,342804
713,"Lookin' For A Reason",55,1,J.C. Fogerty,209789
714,Hello Mary Lou,55,1,J.C. Fogerty,132832
745,"Comin' Home",58,1,Bolin/Coverdale/Paice,235781
746,Lady Luck,58,1,Cook/Coverdale,168202
747,"Gettin' Tighter",58,1,Bolin/Hughes,218044
748,Dealer,58,1,Bolin/Coverdale,230922
749,I Need Love,58,1,Bolin/Coverdale,263836
750,Drifter,58,1,Bolin/Coverdale,242834
751,Love Child,58,1,Bolin/Coverdale,188160
752,"This Time Around / Owed to 'G' [Instrumental]",58,1,Bolin/Hughes/Lord,370102
753,You Keep On Moving,58,1,Coverdale/Hughes,319111
754,Speed King,59,1,"Blackmore, Gillan, Glover, Lord, Paice",264385
755,Bloodsucker,59,1,"Blackmore, Gillan, Glover, Lord, Paice",256261
756,Child In Time,59,1,"Blackmore, Gillan, Glover, Lord, Paice",620460
757,Flight Of The Rat,59,1,"Blackmore, Gillan, Glover, Lord, Paice",478302
758,Into The Fire,59,1,"Blackmore, Gillan, Glover, Lord, Paice",210259
759,Living Wreck,59,1,"Blackmore, Gillan, Glover, Lord, Paice",274886
760,"Hard Lovin' Man",59,1,"Blackmore, Gillan, Glover, Lord, Paice",431203
761,Fireball,60,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",204721
762,No No No,60,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",414902
763,Strange Kind Of Woman,60,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",247092
764,"Anyone's Daughter",60,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",284682
765,The Mule,60,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",322063
766,Fools,60,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",500427
767,No One Came,60,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",385880
768,Knocking At Your Back Door,61,1,"Richie Blackmore, Ian Gillian, Roger Glover",424829
769,Bad Attitude,61,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",307905
770,Child In Time (Son Of Aleric - Instrumental),61,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",602880
771,"Nobody's Home",61,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",243017
772,Black Night,61,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",368770
773,Perfect Strangers,61,1,"Richie Blackmore, Ian Gillian, Roger Glover",321149
774,The Unwritten Law,61,1,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",295053
775,Call Of The Wild,61,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",293851
776,Hush,61,1,South,213054
777,Smoke On The Water,61,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",464378
778,Space Trucking,61,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",341185
779,Highway Star,62,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,368770
780,"Maybe I'm A Leo",62,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,290455
781,Pictures Of Home,62,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,303777
782,Never Before,62,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,239830
783,Smoke On The Water,62,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,340871
784,Lazy,62,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,442096
785,"Space Truckin'",62,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,272796
786,Vavoom : Ted The Mechanic,63,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",257384
787,Loosen My Strings,63,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",359680
788,Soon Forgotten,63,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",287791
789,Sometimes I Feel Like Screaming,63,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",451840
790,"Cascades : I'm Not Your Lover",63,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283689
791,The Aviator,63,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",320992
792,"Rosa's Cantina",63,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",312372
793,A Castle Full Of Rascals,63,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",311693
794,A Touch Away,63,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",276323
795,Hey Cisco,63,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",354089
796,Somebody Stole My Guitar,63,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",249443
797,The Purpendicular Waltz,63,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283924
798,King Of Dreams,64,1,"Blackmore, Glover, Turner",328385
799,The Cut Runs Deep,64,1,"Blackmore, Glover, Turner, Lord, Paice",342752
