NR_PROCESSO,NR_OUTRAS_REF,CD_EXPORTADOR,CD_IMPORTADOR,CD_DESPACHANTE,CD_AGENTE,CD_INCOTERM,CD_PAIS_DESTINO,CD_MOEDA,CD_VIA_TRANSPORTE,CD_TRANSPORTADORA,CD_SEGURADORA,CD_REPRESENTANTE,CD_LOCAL_ORIGEM,CD_LOCAL_DESTINO,CD_URF_DESPACHO,CD_URF_DESTINO,CD_TERMO_PAGTO,CD_FORMA_PAGTO,CD_LINGUA_PEDIDO,CD_TIPO_FRETE,CD_USUARIO,CD_CARTA_CREDITO,CD_INST_NEGOC,CD_CONSIGNATARIO,CD_NOTIFY1,CD_NOTIFY2,DT_REGISTRO_PEDIDO,DT_FATURA,IN_DRAWBACK,NR_LI,NR_FATURA,QT_TOTAL_ITENS,TX_INF_EMBALAGEM,TX_MARCACAO_VOLUME,TX_TERMO_PAGTO,TX_DECL_ADICIONAL,TX_DECL_EXPORTADOR,TP_NOTIFY1,TP_NOTIFY2,TP_CONSIGNATARIO,VL_FRETE,VL_SEGURO,VL_PESO_BRUTO,VL_PESO_LIQUIDO,VL_DESCONTO,VL_COMISSAO_PERCENT,VL_TOT_ORIGEM,VL_TOT_CUBAGEM,VL_TOT_FOB,VL_TOT_COM_AGENTE,VL_TOT_QTDE_PROD,VL_TOT_QTDE_EMBALAGEM,VL_TOT_MCV,VL_TOT_EXW,VL_TX_CAMBIO,VL_TOT_CONTAINER,VL_TOT_PALLETS,VL_TOT_DESPESA,NR_SD,NR_CERTIFICADO,CD_LOCAL_EMISSAO,CD_ACORDO,CD_NORMAS,TX_OBSERVACAO,TX_CABECALHO,IN_ACORDO_ITENS,IN_NORMAS_ITENS,DT_SD,IN_FABR_EXPO,CD_FABRICANTE,CD_PAIS_ORIGEM,TP_COPIA,CD_COPIA,TP_DOCUMENTO,CD_DOCUMENTO,IN_ACORDO2_ITENS,IN_NORMAS2_ITENS,CD_ACORDO2,CD_NORMAS2,CD_PAIS_ORIG,IN_VENDA_INCOTERM,TX_MERCADORIA_BL,IN_DECL_AD_INSTR_EMB,IN_DECL_AD_PACKING_LIST,CD_BANCO_SAQUE_BORDERO,NR_DDE,IN_REFERENCIA_FAT_INST,DT_REG_DDE,IN_ETIQUETA,CD_ENQUAD_OP,VL_SEM_COBERTURA_CAMBIAL,TX_DECL_ADIC_INST_EMB,TX_CRIT_ORIG_FORM_A,CD_LOCAL_DESPACHO,VL_ACRESCIMO,DT_AVISO_EMBARQUE,TP_POS_AD,in_num_fat_auto,IN_MONTADO,IN_SELECIONADO,VL_FRETE_INT,TX_LOGOMARCA,CD_BANCO_SAQUE,VL_INLAND_FREIGHT,IN_DUE,IN_REC_ALFANDEGADO_DESPACHO,CD_REC_ALFANDEGADO_DESPACHO,NM_REF_END_REC_ALFAND_DESPACHO,CD_REC_ALFANDEGADO_EMBARQUE,IN_UM_ENQUAD_POR_PROC,TX_INFORMACOES_ADICIONAIS,CD_STATUS_DUE,DT_ENVIO_DUE,CD_CHAVE_ACESSO_DUE,TX_MARCACAO_VOLUME_ESP,IN_TIPO_DOCUMENTO_DUE,NR_PROCESSSO_ADM_IMP,DT_PRAZO_VALIDADE_EXP_TEMP,TX_MOTIVO_RETIFICACAO,QT_DIAS_PRAZO_VALIDADE_EXP_TEMP,IN_REC_ALFANDEGADO_EMBARQUE,NM_REF_END_REC_ALFAND_EMBARQUE,TIPOACORDOCOEMRCIAL_ID
0102EM-012045-25  ,NULL,02942,NULL,031,NULL,FOB,858,220,NULL,NULL,     ,     ,NULL,NULL,0817800,0817800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-09-04 11:15:48.183,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,80380,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,8932773,,8931356,1,0102EM-012045-25 - S07096-AUG-02-B  DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22 - DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 - Contatos: (13) 3211-4000 - Ramal 4055 - Celular: +55 13 99116-8754 (Edgar) ou +55 13 97412-5888 (Denilson),200,2025-09-04 11:21:59.000,25QOI150929639,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EA-0922-07    ,NULL,00311,05875,NULL,0360,CIF,589,220,04,0360,NULL,NULL,0111,0046,0817700,0817700,000004,NULL,2,1,NULL,NULL,99800,05875,05875,NULL,2007-09-19 00:00:00.000,2007-09-18 00:00:00.000,0,NULL,1249/07,003,HERRAMIENTAS SUPERABRASIVAS,SAINT-GOBAIN ABRASIVOS LTDA. BRAZIL SGA PERU CDE1249/07-A,NULL,NULL,NULL,0,NULL,0,"36,01","2,38","4,4","3,348",0,0,0,"0,035",1283,0,6,0,"1321,39",1283,0,0,0,0,           ,NULL,NULL,NULL,NULL,CERTIFICADO N° 62-07-58-00837 DATA: 20/09/2007,NULL,0,0,1899-12-30 00:00:00.000,1,00311,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,NULL,1,1,NULL,NULL,0,NULL,NULL,NULL,0,E-MAIL PARA: JORGE.WILLIAMS@SAINT-GOBAIN.COM GAUDY.BASCONES@SAINT-GOBAIN.COM FRETE PREPAID DHL 671-4384-795 NF 80396  AGENDAR COLETA EXPORTAÇÃO FORMAL - DSE DHL,NULL,NULL,0,2007-09-28 00:00:00.000,1,0,0,0,0,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EM-008323-20  ,NULL,02867,27321,031,NULL,FOB,249,220,NULL,NULL,     ,     ,NULL,NULL,0817800,0817800,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-05 13:43:38.353,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,81101,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,8931356,,8931356,1,EM-008323-20 - DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22 - DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 - GLAUCIA MARA TEIXEIRA: REG.8D.04.026 - CPF 108.285.948-64,200,2020-08-05 13:48:19.000,20MWC038130615,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102ER-004414-24  ,NULL,02805,31219,031,NULL,FCA,063,220,NULL,NULL,     ,     ,NULL,NULL,1017500,1017500,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2024-11-18 11:19:47.173,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,80000,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,0603201,,0603201,1,0102ER-004414-24 -  PRESTADORA DO SERVICO: RCR ASSESSORIA ADRUANEIRA E REPRESENTAÇÕES - DESPACHANTES AUTORIZADOS:REINALDO PADILHA DA SILVA :REG. 10D.01.845 - CPF 700.798.110-00 ,200,2024-11-18 11:22:29.000,24SFQ131775305,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EA-000602-15  ,NULL,NULL,NULL,NULL,0036,NULL,845,220,NULL,NULL,NULL,NULL,0125,0050,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2015-03-09 16:44:41.937,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"175,32","163,581",0,0,0,0,"39406,16",0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,NULL,1,1,NULL,NULL,0,NULL,0,NULL,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EM-004225-19  ,NULL,01140,06254,003,0031,FCA,149,790,01,NULL,NULL,NULL,0002,0122,0817800,0817800,000203,NULL,1,0,NULL,NULL,NULL,24677,06254,NULL,2019-06-12 00:00:00.000,2019-06-12 15:40:14.180,1,NULL,NES076187/2019,001,,NESTLE CANADA INC. 4560087205 TORONTO CANADA NESTLE BRASIL LTDA,,,,0,NULL,0,0,0,"22148,28","6328,08",0,NULL,0,"51,241","164343,96",0,3102,0,"164343,96","164343,96",0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,0,00781,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,,1,1,NULL,NULL,0,NULL,NULL,80000,0,"PAY TO: CITIBANK, N.A., NEW YORK ACCOUNT NAME: NESTLE DO BRASIL LTDA ACCOUNT NUMBER: 36235338 ABA021000089 SWIFT CODE: CITIUS33",,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,8931359,NULL,8931359,1,0102EM-004225-19 DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22| AJUDANTES:  DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 | SERGIO MARQUES DE JESUS: PROC. 11128.728458/2014-11 - CPF 080.475.918-94  |,200,2019-06-18 10:35:10.000,19HAW018621652,NESTLE CANADA INC. 4560087205 TORONTO CANADA NESTLE BRASIL LTDA,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-016579-22  ,NULL,01874,32670,003,0071,EXW,850,220,01,NULL,NULL,NULL,0002,0032,0817800,0817800,000005,NULL,2,0,NULL,NULL,NULL,32670,32670,NULL,2022-09-30 00:00:00.000,2022-09-30 00:00:00.000,0,NULL,000823/22,030,31 PALETAS DE MADERA TRATADA,SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA   PROCEDENCIA BRASIL  ABRASIVOS VENEZUELANOS  CDE 0823/22, , ,,0,NULL,0,0,0,17217,"16596,9999996","3634,6",0,0,"42,5557",177000,0,5045,0,177000,"180634,6",0,0,0,0,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,1,1,NULL,NULL,0,NULL,NULL,80000,0,FLETE: COLLECT, ,NULL,0,NULL,1,0,0,0,0,logo_sg1.jpg,NULL,NULL,1,1,8932775,NULL,8931404,0,0102EM-016579-22 - CDE-0823-22 - DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22 - DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 - GLAUCIA MARA TEIXEIRA: REG.8D.04.026 - CPF 108.285.948-64  - Contatos: (13) 3211-4000 - Ramal 4055 - Celular: +55 13 99116-8754 (Edgar) ou +55 13 97412-5888 (Denilson),200,2022-10-19 09:17:55.000,22AZT085373843, ,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-6109-12    ,NULL,01941,12370,   ,0501,CIF,063,220,01,NULL,NULL,NULL,0010,0010,0817800,0817800,000057,NULL,2,1,1283,NULL,31800,NULL,NULL,NULL,2012-10-08 00:00:00.000,2012-10-05 00:00:00.000,0,NULL,12/694-A,001, , , , ,,NULL,NULL,NULL,1260,"76,73",75549,74250,0,0,0,0,"144936,88",0,74250,0,"146273,61","144936,88",0,0,0,NULL,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,NULL,NULL,NULL,NULL,0,1899-12-30 00:00:00.000,0,81101,NULL, , ,NULL,0,2012-10-15 00:00:00.000,NULL,0,1,1,NULL,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102ER-003123-19  ,NULL,01140,17744,003,NULL,FCA,063,220,07,0545,NULL,NULL,1448,1195,1017500,1017500,000203,NULL,2,0,NULL,NULL,31800,24728,17744,NULL,2019-09-03 00:00:00.000,2019-09-03 11:43:08.350,1,NULL,NES077646/2019,001, ,NESTLE ARGENTINA S.A. 4561058287 Magdalena ARGENTINA NESTLE BRASIL LTDA, , ,,0,NULL,0,0,0,13272,11200,0,NULL,0,"84,112","48324,08",0,56,0,"48324,08","48324,08",0,0,0,0,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,0,00781,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,1,1,NULL,NULL,0,NULL,NULL,80000,0,"PAY TO: CITIBANK, N.A., NEW YORK ACCOUNT NAME: NESTLE DO BRASIL LTDA ACCOUNT NUMBER: 36235338 ABA021000089 SWIFT CODE: CITIUS33", ,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,0603201,NULL,0603201,1,0102ER-003123-19 PRESTADORA DO SERVICO: RCR ASSESSORIA ADRUANEIRA E REPRESENTAÇÕES - DESPACHANTES AUTORIZADOS:REINALDO PADILHA DA SILVA :REG. 10D.01.845 - CPF 700.798.110-00 MARCAÇÃO OIC: 002/2330/3268 - SÉRIE: 26646,200,2019-09-16 10:03:47.000,19WRC023055473,NESTLE ARGENTINA S.A. 4561058287 Magdalena ARGENTINA NESTLE BRASIL LTDA,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-006014-21  ,NULL,00785,06099,003,0003,FCA,267,220,01,NULL,NULL,NULL,0002,0846,0817800,0817800,000206,NULL,1,0,NULL,NULL,NULL,06099,06099,NULL,2021-06-18 00:00:00.000,2021-06-23 00:00:00.000,1,NULL,NES089311/2021,001,,"NESTLE PHILIPPINES, INC LDP7092608 CAGAYAN DE ORO Philippines NESTLE BRASIL LTDA",,,,0,NULL,0,0,0,"23116,8","19353,6",0,NULL,0,"32,581","39768,96",0,1344,0,"39768,96","39768,96",0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,0,00785,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,,1,1,NULL,NULL,0,NULL,NULL,80000,0,"PAY TO: CITIBANK, N.A., NEW YORK ACCOUNT NAME: NESTLE DO BRASIL LTDA ACCOUNT NUMBER: 36235338 ABA021000089 SWIFT CODE: CITIUS33",,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,8932778,NULL,8931359,1,0102EM-006014-21 DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22 - DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 - GLAUCIA MARA TEIXEIRA: REG.8D.04.026 - CPF 108.285.948-64,422,2021-06-25 15:14:15.000,21EHF055730755,"NESTLE PHILIPPINES, INC LDP7092608 CAGAYAN DE ORO FILIPINAS NESTLE BRASIL LTDA",1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-001893-21  ,NULL,01140,12278,003,0031,CFR,833,220,01,NULL,NULL,NULL,0002,0996,0817800,0817800,000181,NULL,1,1,NULL,NULL,NULL,11922,11922,NULL,2021-03-12 00:00:00.000,2021-03-19 00:00:00.000,1,NULL,NES087261/2021,003, ,NESTLE (SOUTH AFRICA) (PTY) LTD LDP8019770 MOMBASA UGANDA NESTLE BRASIL LTDA, , ,,0,NULL,0,3150,0,22720,6000,0,NULL,0,"50,864",36350,0,3000,0,39500,36350,0,0,0,0,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,0,00781,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,1,1,NULL,NULL,0,NULL,NULL,80000,0,"PAY TO: CITIBANK, N.A., NEW YORK ACCOUNT NAME: NESTLE DO BRASIL LTDA ACCOUNT NUMBER: 36235338 ABA021000089 SWIFT CODE: CITIUS33", ,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,8931359,NULL,8931359,1,0102EM-001893-21 DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22 - DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 - GLAUCIA MARA TEIXEIRA: REG.8D.04.026 - CPF 108.285.948-64,200,2021-04-05 10:29:02.000,21TIE050679352,NESTLE (SOUTH AFRICA) (PTY) LTD LDP8019770 MOMBASA UGANDA NESTLE BRASIL LTDA,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-000049-23  ,NULL,02948,13925,031,0204,FCA,190,220,01,NULL,NULL,NULL,0002,0013,0817800,0817800,000203,NULL,1,0,NULL,NULL,NULL,13925,13925,NULL,2023-02-16 00:00:00.000,2023-02-24 00:00:00.000,1,NULL,NES101464/2023,001,,"Lotte-Nestle(korea) Co.,Ltd. LDP8030019 BUSAN Korea NESTLE BRASIL LTDA.",,,,0,NULL,0,0,0,19456,19000,0,NULL,0,"37,643","29421,12",0,38,0,"29421,12","29421,12",0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,0,00781,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,,1,1,NULL,NULL,0,NULL,NULL,80000,0,"PAY TO: CITIBANK, N.A., NEW YORK ACCOUNT NAME: NESTLE DO BRASIL LTDA ACCOUNT NUMBER: 36235338 ABA021000089 SWIFT CODE: CITIUS33",,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,8932706,NULL,8931404,1,0102EM-000049-23 /  DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22 - DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 - GLAUCIA MARA TEIXEIRA: REG.8D.04.026 - CPF 108.285.948-64  - Contatos: (13) 3211-4000 - Ramal 4055 - Celular: +55 13 99116-8754 (Edgar) ou +55 13 97412-5888 (Denilson),200,2023-02-27 10:47:06.000,23TQW092695972,"Lotte-Nestle(korea) Co.,Ltd. LDP8030019 BUSAN COREIA NESTLE BRASIL LTDA.",1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-001967-19  ,NULL,01140,11547,028,0003,FCA,589,220,01,NULL,NULL,NULL,0002,0063,0817800,0817800,000203,NULL,2,0,NULL,NULL,NULL,11547,11547,NULL,2019-03-27 00:00:00.000,2019-03-21 15:04:12.520,0,NULL,NES074921/2019,004,,"NESTLE MARCAS PERU S.A.C 4559545841, 4559567468, 4559713666, 4559724777 CALLAO PERU NESTLE BRASIL LTDA",,,,0,NULL,0,0,0,46116,39900,0,NULL,0,"249,312","145902,54",0,168,0,"145902,54","145902,54",0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,2,00781,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,,1,1,     ,NULL,0,NULL,NULL,80000,0,"Pay to: Citibank, N.A., New York Account Name: Nestle do Brasil Ltda Account Number: 36235338 ABA021000089 Swift Code: CITIUS33",,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,8931356,NULL,8931356,1,0102EM-001967-19  DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22| AJUDANTES:  DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 | SERGIO MARQUES DE JESUS: PROC. 11128.728458/2014-11 - CPF 080.475.918-94  |,200,2019-04-04 14:41:42.000,19OOV014918286,"NESTLE MARCAS PERU S.A.C 4559545841, 4559567468, 4559713666, 4559724777 CALLAO PERU NESTLE BRASIL LTDA",1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-006202-21  ,NULL,00785,05991,003,0031,FCA,647,220,01,NULL,NULL,NULL,0002,0468,0817800,0817800,000203,NULL,2,0,NULL,NULL,NULL,05991,24818,NULL,2021-06-18 00:00:00.000,2021-06-21 18:00:00.000,0,NULL,NES089279/2021,001, ,NESTLE DOMINICANA S.A 4566080749 CAUCEDO DOMINCAN REPUBLIC NESTLE BRASIL LTDA, , ,,0,NULL,0,0,0,19264,16128,0,NULL,0,"26,933","33308,8",0,1120,0,"33308,8","33308,8",0,0,0,0,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,0,00785,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,1,1,     ,NULL,0,NULL,NULL,80000,0,"Pay to: Citibank, N.A., New York Account Name: Nestle do Brasil Ltda Account Number: 36235338 ABA021000089 Swift Code: CITIUS33", ,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,8931359,NULL,8931359,1,0102EM-006202-21 DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22 - DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 - GLAUCIA MARA TEIXEIRA: REG.8D.04.026 - CPF 108.285.948-64,200,2021-06-23 10:01:29.000,21SHR055533852,NESTLE DOMINICANA S.A 4566080749 CAUCEDO REP. DOMINICANA NESTLE BRASIL LTDA,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102ER-003403-18  ,NULL,01873,13969,003,1201,FCA,063,220,07,NULL,NULL,NULL,0125,0010,1017500,1017500,000145,NULL,2,0,NULL,NULL,NULL,13969,13969,NULL,2018-11-14 00:00:00.000,2018-11-13 00:00:00.000,0,NULL,001014/18,010,04 PALETAS DE MADERA TRATADA,SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA - PROCEDENCIA BRASIL - ABRASIVOS ARGENTINOS S.A. - BUENOS AIRES - ARGENTINA  CDE 01014/18, , ,,0,NULL,0,0,0,710,612,0,0,0,"2,4805","5879,1",0,8190,0,"5879,1","5879,1",0,0,0,0,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,0,01873,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,1,1,NULL,NULL,0,NULL,NULL,80000,0,FRONTEIRA: URUGUAIANA, ,NULL,0,NULL,1,0,0,0,0,logo_sg2.jpg,NULL,NULL,1,1,0603201,NULL,0603201,1,0102ER-003403-18 - INDAIA LOGISTICA INTERNACIONAL LTDA. -  PRESTADORA DO SERVICO: INDAIA LOGISTICA INTERNACIONAL LTDA.- DESPACHANTES AUTORIZADOS:REINALDO PADILHA DA SILVA :REG. 10D.01.845 - CPF 700.798.110-00 ,200,2018-11-26 09:35:30.000,18CAV008788025, ,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EA-0091-08    ,NULL,00311,05412,NULL,0360,FCA,169,220,04,0360,NULL,NULL,0111,0088,0817700,0817700,000005,3,2,0,NULL,NULL,99800,07347,05412,NULL,2008-02-01 00:00:00.000,2008-02-01 00:00:00.000,0,NULL,000062/08,007,01 CAJA  DE CARTON,SAINT-GOBAIN ABRASIVOS LTDA. BRAZIL PRODUCTORA DE ABRASIVOS LTDA. CDE 062/08-A,NULL,NULL,NULL,0,NULL,0,0,0,4,"2,609",0,0,0,"0,0318","1077,91",0,20,0,"1077,91","1077,91",0,0,0,0,           ,NULL,NULL,NULL,NULL,Nº CERT. 62-08-59-00364 - DATADO 06/02/2008 - CIESP,NULL,0,0,1899-12-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,NULL,1,1,NULL,NULL,0,NULL,NULL,NULL,0,"CONTATOS: LINA. AGUILAR, OLGA RINCON EMBARQUE COURIER - FRETE COLLECT DHL - 671-7190-476 CONTA CLIENTE 965429876   NÃO HA COMISSÃO DE AGENTE   NF 84388",NULL,NULL,0,2008-02-07 00:00:00.000,1,0,0,0,0,logo_sg2.jpg,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EM-007591-20  ,NULL,02868,27321,031,NULL,FOB,275,220,NULL,NULL,     ,     ,NULL,NULL,1017700,1017700,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2020-07-22 16:56:07.870,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,81101,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,0301304,,0301304,1,EM-007591-20,200,2020-07-22 16:57:42.000,20COP037384656,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EA-003676-15  ,NULL,01701,18805,   ,0036,FCA,249,220,04,NULL,NULL,     ,0125,0217,0817600,0817600,000014,NULL,0,0,3837,NULL,50400,NULL,NULL,NULL,2015-12-04 00:00:00.000,NULL,0,NULL,0080452179,038, , , , ,,NULL,NULL,NULL,0,0,"495,6","389,967",0,0,0,0,"69783,36",0,7598,0,"69783,36","69783,36",0,0,0,NULL,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,NULL,NULL,155,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,NULL,NULL,NULL,           ,0,1899-12-30 00:00:00.000,0,80000,NULL, , ,NULL,0,NULL,NULL,0,1,1,NULL,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
